Lineage;Fam;Taxogroup;Taxo1;Last;SizeMin;SizeMax;Cover;Shape;Spicule;Symmetry;Polarity;Colony;Motility;Chloroplast;Plast_Origin;Ingestion;Symbiontic;Zoosporic_Parasite;Cyst_Spore
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Dictyochophyceae;NA;NA;NA;NA;0;NA;Heteropolar;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Ciliophrys|Ciliophrys+infusionum;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Ciliophrys;7;19;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochales;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Dictyochales;30;82;Siliceous;Round;1;Spherical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochales|Dictyochales_X|Dictyochales_X+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Dictyochales;30;82;Siliceous;Round;1;Spherical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochophyceae_X|Dictyochophyceae_X+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Dictyochophyceae;NA;NA;NA;NA;NA;NA;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Florenciellales|Florenciellales_X|Florenciellales_X+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Florenciellales;3;8;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Florenciellales|Pseudochattonella;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pseudochattonella;12;45;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Florenciellales|Pseudochattonella|Pseudochattonella+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pseudochattonella;12;45;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Florenciellales|Pseudochattonella|Pseudochattonella+verruculosa;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pseudochattonella;12;45;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pedinellales;5;17;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales|Apedinella|Apedinella+radians;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Apedinella;6;10.5;Siliceous;Round;1;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales|Pedinella|Pedinella+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pedinella;5;17;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales|Pedinellales_X|Pedinellales_X+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pedinellales;5;17;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales|Pseudopedinella|Pseudopedinella+elastica;Stramenopiles;Dictyochophyceae;Pseudopedinella;Pseudopedinella;14;17;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales|Pseudopedinella|Pseudopedinella+sp.;Stramenopiles;Dictyochophyceae;Pseudopedinella;Pseudopedinella;5;17;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Pedinellales|Pteridomonas|Pteridomonas+danica;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Pteridomonas;4;6;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Rhizochromulinales;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Rhizochromulinales;5;14;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Rhizochromulinales|Rhizochromulina|Rhizochromulina+marina;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Rhizochromulina;5;14;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Dictyochophyceae|Rhizochromulinales|Rhizochromulinales_X|Rhizochromulinales_X+sp.;Stramenopiles;Dictyochophyceae;Dictyochophyceae;Rhizochromulinales;5;14;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Eustigmatophyceae|Eustigmatophyceae_X|Eustigmatophyceae_X+sp.;Stramenopiles;Eustigmatophyceae;Eustigmatophyceae;Eustigmatophyceae;3;20;Naked;Round;0;Spherical;Isopolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Eustigmatophyceae|Monodus|Monodus+sp.;Stramenopiles;Eustigmatophyceae;Eustigmatophyceae;Monodus;3;20;Naked;Round;0;Spherical;Isopolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Eustigmatophyceae|Nannochloropsis|Nannochloropsis+sp.;Stramenopiles;Eustigmatophyceae;Eustigmatophyceae;Nannochloropsis;3;8.5;Naked;Round;0;Spherical;Isopolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|MOCH|MOCH-4|MOCH-4_X|MOCH-4_X+sp.;Stramenopiles;MOCH;MOCH;MOCH;0.8;20;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|MOCH|MOCH-5|MOCH-5_X|MOCH-5_X+sp.;Stramenopiles;MOCH;MOCH;MOCH;0.8;20;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Olisthodiscus_lineage|Olisthodiscus_lineage_X|Olisthodiscus_lineage_X+sp.;Stramenopiles;Olisthodiscus;Olisthodiscus;Olisthodiscus;12;20;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Pelagophyceae;Stramenopiles;Pelagophyceae;Pelagophyceae;Pelagophyceae;0.2;20;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Pelagophyceae|Amphisolenia endosymbiont|Amphisolenia+bidentata endosymbiont;Stramenopiles;Pelagophyceae;Pelagophyceae;Amphisolenia;0.2;20;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;MutualistPhotosynthetic;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Pelagophyceae|Aureococcus|Aureococcus+anophagefferens;Stramenopiles;Pelagophyceae;Pelagophyceae;Aureococcus;1;3;Naked;Round;0;Bilateral;Heteropolar;None;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Pelagophyceae|Pelagococcus|Pelagococcus+subviridis;Stramenopiles;Pelagophyceae;Pelagophyceae;Pelagococcus;2.5;5;Naked;Round;0;Bilateral;Heteropolar;None;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Pelagophyceae|Pelagophyceae_X|Pelagophyceae_X+sp.;Stramenopiles;Pelagophyceae;Pelagophyceae;Pelagophyceae;0.2;20;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae;Stramenopiles;Phaeophyceae;Phaeophyceae;Phaeophyceae;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Asterocladales|Asterocladon|Asterocladon+interjectum;Stramenopiles;Phaeophyceae;Phaeophyceae;Asterocladon;5;25;Organic;Elongated;0;Bilateral;Heteropolar;Filamentous;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Desmarestiales;Stramenopiles;Phaeophyceae;Phaeophyceae;Desmarestiales;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Desmarestiales|Arthrocladia|Arthrocladia+villosa;Stramenopiles;Phaeophyceae;Phaeophyceae;Arthrocladia;15;40;Organic;Elongated;0;Bilateral;Heteropolar;Filamentous;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Desmarestiales|Desmarestia;Stramenopiles;Phaeophyceae;Phaeophyceae;Desmarestia;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Desmarestiales|Desmarestia|Desmarestia+ligulata;Stramenopiles;Phaeophyceae;Phaeophyceae;Desmarestia;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Dictyotales|Dictyopteris;Stramenopiles;Phaeophyceae;Phaeophyceae;Dictyopteris;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Dictyotales|Dictyota|Dictyota+linearis;Stramenopiles;Phaeophyceae;Phaeophyceae;Dictyota;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Dictyotales|Zonaria|Zonaria+flabellata;Stramenopiles;Phaeophyceae;Phaeophyceae;Zonaria;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Ectocarpales;Stramenopiles;Phaeophyceae;Phaeophyceae;Ectocarpales;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Ectocarpales|Ectocarpus;Stramenopiles;Phaeophyceae;Phaeophyceae;Ectocarpus;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Ectocarpales|Pylaiella|Pylaiella+littoralis;Stramenopiles;Phaeophyceae;Phaeophyceae;Pylaiella;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Ectocarpales|Pylaiella|Pylaiella+sp.;Stramenopiles;Phaeophyceae;Phaeophyceae;Pylaiella;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Fucales|Fucus;Stramenopiles;Phaeophyceae;Phaeophyceae;Fucus;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Fucales|Sargassum|Sargassum+vachellianum;Stramenopiles;Phaeophyceae;Phaeophyceae;Sargassum;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Fucales|Silvetia|Silvetia+siliquosa;Stramenopiles;Phaeophyceae;Phaeophyceae;Silvetia;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Laminariales;Stramenopiles;Phaeophyceae;Phaeophyceae;Laminariales;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_X+sp.;Stramenopiles;Phaeophyceae;Phaeophyceae;Phaeophyceae;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Sphacelariales|Heribaudiella|Heribaudiella+fluviatilis;Stramenopiles;Phaeophyceae;Phaeophyceae;Heribaudiella;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Sphacelariales|Sphacelaria|Sphacelaria+rigidula;Stramenopiles;Phaeophyceae;Phaeophyceae;Sphacelaria;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Tilopteridales|Halosiphon|Halosiphon+tomentosus;Stramenopiles;Phaeophyceae;Phaeophyceae;Halosiphon;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Phaeophyceae|Tilopteridales|Saccorhiza|Saccorhiza+polyschides;Stramenopiles;Phaeophyceae;Phaeophyceae;Saccorhiza;NA;NA;Organic;NA;NA;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae;Stramenopiles;Raphidophyceae;Raphidophyceae;Raphidophyceae;NA;NA;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Chattonella;Stramenopiles;Raphidophyceae;Raphidophyceae;Chattonella;12;130;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Chattonella|Chattonella+subsalsa;Stramenopiles;Raphidophyceae;Raphidophyceae;Chattonella;30;50;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Fibrocapsa|Fibrocapsa+japonica;Stramenopiles;Raphidophyceae;Raphidophyceae;Fibrocapsa;15;20;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Gonyostomum|Gonyostomum+semen;Stramenopiles;Raphidophyceae;Raphidophyceae;Gonyostomum;23;92;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Haramonas;Stramenopiles;Raphidophyceae;Raphidophyceae;Haramonas;23.8;60;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Haramonas|Haramonas+pauciplastida;Stramenopiles;Raphidophyceae;Raphidophyceae;Haramonas;32.7;60;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Haramonas|Haramonas+viridis;Stramenopiles;Raphidophyceae;Raphidophyceae;Haramonas;25;52.5;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Heterosigma|Heterosigma+akashiwo;Stramenopiles;Raphidophyceae;Raphidophyceae;Heterosigma;10;22;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Raphidophyceae|Raphidophyceae_X|Raphidophyceae_X+sp.;Stramenopiles;Raphidophyceae;Raphidophyceae;Raphidophyceae;NA;NA;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae;Stramenopiles;Xanthophyceae;Xanthophyceae;Xanthophyceae;NA;NA;Organic;NA;0;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae|Botrydiopsis|Botrydiopsis+callosa;Stramenopiles;Xanthophyceae;Xanthophyceae;Botrydiopsis;15;90;Organic;Round;0;Spherical;Isopolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae|Botryochloris|Botryochloris+sp.;Stramenopiles;Xanthophyceae;Xanthophyceae;Botryochloris;3;30;Organic;Round;0;Spherical;Isopolar;Round;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae|Mischococcus|Mischococcus+sphaerocephalus;Stramenopiles;Xanthophyceae;Xanthophyceae;Mischococcus;4;7;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae|Pleurochloris|Pleurochloris+meiringensis;Stramenopiles;Xanthophyceae;Xanthophyceae;Pleurochloris;4;25;Organic;Round;0;Spherical;Isopolar;None;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae|Tribonema|Tribonema+intermixum;Stramenopiles;Xanthophyceae;Xanthophyceae;Tribonema;8;11.2;Organic;Elongated;0;Bilateral;Isopolar;Filamentous;Swimmer;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Xanthophyceae|Xanthophyceae_X|Xanthophyceae_X+sp.;Stramenopiles;Xanthophyceae;Xanthophyceae;Xanthophyceae;NA;NA;Organic;NA;0;NA;NA;NA;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Bigyromonadea|Bigyromonadea_X|Bigyromonadea_X+sp.;Stramenopiles;Bigyromonadea;Bigyromonadea;Bigyromonadea;3.5;10;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Hyphochytriomycota|Hyphochytrydiales|Hyphochrytriaceae|Hyphochytrium|Hyphochytrium+catenoides;Stramenopiles;Hyphochytriomycota;Hyphochytriomycota;Hyphochytrium;5;60;Organic;Round;0;Spherical;Isopolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Hyphochytriomycota|Hyphochytrydiales|Hyphochrytriaceae|Hyphochytrium|Hyphochytrium+sp.;Stramenopiles;Hyphochytriomycota;Hyphochytriomycota;Hyphochytrium;NA;NA;Organic;Round;0;Spherical;Isopolar;Filamentous;Attached;0;None;Extern;NA;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Hyphochytriomycota|Hyphochytrydiales|Hyphochytrydiales_X|Hyphochytrydiales_X+sp.;Stramenopiles;Hyphochytriomycota;Hyphochytriomycota;Hyphochytrydiales;NA;NA;Organic;Round;0;Spherical;Isopolar;Filamentous;Attached;0;None;Extern;NA;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota;Stramenopiles;Oomycota;Oomycota;Oomycota;NA;NA;Organic;NA;NA;NA;NA;Filamentous;Attached;0;None;Extern;NA;0;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Albugo|Albugo+candida;Stramenopiles;Oomycota;Oomycota;Albugo;42.5;62.5;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Albugo|Albugo+laibachii;Stramenopiles;Oomycota;Oomycota;Albugo;36.8;47;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Atkinsiella|Atkinsiella+dubia;Stramenopiles;Oomycota;Oomycota;Atkinsiella;6;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Chlamydomyzium|Chlamydomyzium+sp.;Stramenopiles;Oomycota;Oomycota;Chlamydomyzium;7;18;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Eurychasma|Eurychasma+dicksonii;Stramenopiles;Oomycota;Oomycota;Eurychasma;5;5.5;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Haliphthoros|Haliphthoros+milfordensis;Stramenopiles;Oomycota;Oomycota;Haliphthoros;4;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Haliphthoros|Haliphthoros+sp.;Stramenopiles;Oomycota;Oomycota;Haliphthoros;4;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Halocrusticida;Stramenopiles;Oomycota;Oomycota;Halocrusticida;6;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Halophytophthora;Stramenopiles;Oomycota;Oomycota;Halophytophthora;7.5;15;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Osmotrophic;No;0;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Halophytophthora|Halophytophthora+sp.;Stramenopiles;Oomycota;Oomycota;Halophytophthora;7.5;15;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Osmotrophic;No;0;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Halophytophthora|Halophytophthora+spinosa;Stramenopiles;Oomycota;Oomycota;Halophytophthora;7;11;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Osmotrophic;No;0;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Haptoglossa;Stramenopiles;Oomycota;Oomycota;Haptoglossa;2;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Haptoglossa|Haptoglossa+sp.;Stramenopiles;Oomycota;Oomycota;Haptoglossa;2;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Haptoglossa|Haptoglossa+zoospora;Stramenopiles;Oomycota;Oomycota;Haptoglossa;6;7.5;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Hyaloperonospora|Hyaloperonospora+parasitica;Stramenopiles;Oomycota;Oomycota;Hyaloperonospora;NA;NA;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;NA;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Lagenidium|Lagenidium+callinectes;Stramenopiles;Oomycota;Oomycota;Lagenidium;10.8;14.4;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Lagenidium|Lagenidium+thermophilum;Stramenopiles;Oomycota;Oomycota;Lagenidium;8;12;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Myzocytiopsis|Myzocytiopsis+glutinospora;Stramenopiles;Oomycota;Oomycota;Myzocytiopsis;5;8;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Olpidiopsis|Olpidiopsis+porphyrae;Stramenopiles;Oomycota;Oomycota;Olpidiopsis;4;4.5;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Olpidiopsis|Olpidiopsis+sp.;Stramenopiles;Oomycota;Oomycota;Olpidiopsis;2;5;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Oomycota_X|Oomycota_X+sp.;Stramenopiles;Oomycota;Oomycota;Oomycota;NA;NA;Organic;NA;NA;NA;NA;Filamentous;Attached;0;None;Extern;NA;0;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Ovatisporangium|Ovatisporangium+montanum;Stramenopiles;Oomycota;Oomycota;Ovatisporangium;6.7;8.3;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Peronosporales_X|Peronosporales_X+sp.;Stramenopiles;Oomycota;Oomycota;Peronosporales;NA;NA;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;NA;1;1
Eukaryota|Harosa|Stramenopiles|Pseudofungi|Oomycota|Phytophthora;Stramenopiles;Oomycota;Oomycota;Phytophthora;14;46;Organic;Round;0;Spherical;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;0;1
