Lineage;Fam;Taxogroup;Taxo1;Last;SizeMin;SizeMax;Cover;Shape;Spicule;Symmetry;Polarity;Colony;Motility;Chloroplast;Plast_Origin;Ingestion;Symbiontic;Zoosporic_Parasite;Cyst_Spore
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_IV|Hematodinium_lineage|Hematodinium|Hematodinium+sp.;Alveolates;MALV;MALV;Hematodinium;7;14;Naked;Round;0;Bilateral;Heteropolar;Filamentous;Attached;0;None;Extern;Parasite;0;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_IV|Malv_IV_U2|Malv_IV_U2_X|Malv_IV_U2_X+sp.;Alveolates;MALV;MALV;Malv_IV;3;3;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_IV|Malv_IV_U3|Malv_IV_U3_X|Malv_IV_U3_X+sp.;Alveolates;MALV;MALV;Malv_IV;3;3;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_IV|Syndinium_lineage|Syndinium;Alveolates;MALV;MALV;Syndinium;7;50;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;0;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_IV|Syndinium_lineage|Syndinium|Syndinium+sp.;Alveolates;MALV;MALV;Syndinium;7;50;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;0;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_V|Malv_V_X|Malv_V_X+sp.;Alveolates;MALV;MALV;Malv_V;3;3;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Malv_VI|Malv_VI_X|Malv_VI_X+sp.;Alveolates;MALV;MALV;Malv_VI;3;3;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Extern;Parasite;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage;Alveolates;Dinophyta;Dinophyta;Noctiluca;600;600;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Kofoidinium|Kofoidinium+sp. FG256;Alveolates;Dinophyta;Kofoidinium;Kofoidinium;40;700;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Kofoidinium|Kofoidinium+sp. FG540;Alveolates;Dinophyta;Kofoidinium;Kofoidinium;40;700;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Noctiluca;Alveolates;Dinophyta;Noctiluca;Noctiluca;200;2000;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Noctiluca|Noctiluca+scintillans;Alveolates;Dinophyta;Noctiluca;Noctiluca;200;2000;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Noctiluca|Noctiluca+sp.;Alveolates;Dinophyta;Noctiluca;Noctiluca;200;2000;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Spatulodinium|Spatulodinium+pseudonoctiluca;Alveolates;Dinophyta;Spatulodinium;Spatulodinium;50;150;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Noctiluca_lineage|Spatulodinium|Spatulodinium+sp.;Alveolates;Dinophyta;Spatulodinium;Spatulodinium;50;150;Naked;Round;0;Bilateral;Heteropolar;None;Floater;0;None;Intern;No;0;0
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Parvilucifera_lineage|Parvilucifera;Alveolates;Perkinsea;Perkinsea;Parvilucifera;2.7;45;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Parvilucifera_lineage|Parvilucifera|Parvilucifera+prorocentri;Alveolates;Perkinsea;Perkinsea;Parvilucifera;3;25;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Parvilucifera_lineage|Parvilucifera|Parvilucifera+sinerae;Alveolates;Perkinsea;Perkinsea;Parvilucifera;2.7;45;Naked;Round;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U03|Perkinsea_U03_X1|Perkinsea_U03_X1+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U04|Perkinsea_U04_X2|Perkinsea_U04_X2+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U05|Perkinsea_U05_X1|Perkinsea_U05_X1+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U06|Perkinsea_U06_X4|Perkinsea_U06_X4+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U07;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U07|Perkinsea_U07_X2|Perkinsea_U07_X2+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U07|Perkinsea_U07_X4|Perkinsea_U07_X4+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U08|Perkinsea_U08_X1|Perkinsea_U08_X1+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U11|Perkinsea_U11_X1|Perkinsea_U11_X1+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsea_U16|Perkinsea_U16_X2|Perkinsea_U16_X2+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsus_lineage|Perkinsus_1_lineage|Perkinsus_1a|Perkinsus_1a+marinus;Alveolates;Perkinsea;Perkinsea;Perkinsus;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsus_lineage|Perkinsus_1_lineage|Perkinsus_1b;Alveolates;Perkinsea;Perkinsea;Perkinsus;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsus_lineage|Perkinsus_2_lineage|Perkinsus_2|Perkinsus_2+qugwadi;Alveolates;Perkinsea;Perkinsea;Perkinsus;1;13;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|Perkinsus_lineage|Perkinsus_3_lineage|Perkinsus_3_lineage_X1|Perkinsus_3_lineage_X1+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsus;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|X-cell_lineage|X-cell_lineage_U1|X-cell_lineage_U1_X1|X-cell_lineage_U1_X1+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Perkinsea|X-cell_lineage|X-cell_lineage_U2|X-cell_lineage_U2_X2|X-cell_lineage_U2_X2+sp.;Alveolates;Perkinsea;Perkinsea;Perkinsea;3;250;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;1;1
Eukaryota|Harosa|Alveolata|Myzozoa|Holodinophyta|Psammosa_lineage|Psammosa|Psammosa+pacifica;Alveolates;Dinophyta;Psammosa;Psammosa;7;8;Naked;Elongated;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Rhizaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Harosa|Rhizaria|AFG_clade|Ascetosporea|Haplosporidiida|Haplosporidiidae|Bonamia_lineage|Bonamia;Rhizaria;Haplosporidiida;Haplosporidiida;Bonamia;1.5;5;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;0;0
Eukaryota|Harosa|Rhizaria|AFG_clade|Ascetosporea|Haplosporidiida|Haplosporidiidae|Haplosporidium_2_lineage|Haplosporidium_2|Haplosporidium_2+nelsoni;Rhizaria;Haplosporidiida;Haplosporidiida;Haplosporidium;4;50;Naked;Round;0;Spherical;Heteropolar;None;Attached;0;None;Extern;Parasite;0;1
Eukaryota|Harosa|Rhizaria|AFG_clade|Ascetosporea|Haplosporidiida|Haplosporidiidae|Minchinia_lineage|Minchinia|Minchinia+mercenariae;Rhizaria;Haplosporidiida;Haplosporidiida;Minchinia;3;18.5;Naked;Elongated;0;Bilateral;Heteropolar;None;Attached;0;None;Extern;Parasite;0;1
Eukaryota|Harosa|Rhizaria|AFG_clade|Endo5_lineage|Endo5_lineage_X1|Endo5_lineage_X1+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Endolineage;NA;NA;Naked;Round;0;NA;Heteropolar;NA;Attached;0;None;Extern;NA;0;1
Eukaryota|Harosa|Rhizaria|AFG_clade|Reticulosida|Filoretidae|Filoreta_1|Filoreta_1+marina;Rhizaria;Filoretidae;Filoretidae;Filoreta;4;60;Naked;Amoeboid;0;Asymetrical;Heteropolar;Filamentous;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|AFG_clade|Reticulosida|Filoretidae|Filoreta_1|Filoreta_1+sp.;Rhizaria;Filoretidae;Filoretidae;Filoreta;4;250;Naked;Amoeboid;0;Asymetrical;Heteropolar;Filamentous;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|AFG_clade|Reticulosida|Filoretidae|Filoreta_3|Filoreta_3+tenera;Rhizaria;Filoretidae;Filoretidae;Filoreta;4;250;Naked;Amoeboid;0;Asymetrical;Heteropolar;Filamentous;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea;Rhizaria;Chlorarachnea;Chlorarachnea;Chlorarachnea;1;15;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Chlorarachnida;Rhizaria;Chlorarachnea;Chlorarachnea;Chlorarachnida;1;15;Organic;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;1;Endosymbiotic;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Chlorarachnida|Bigelowiella|Bigelowiella+sp.;Rhizaria;Chlorarachnea;Chlorarachnea;Bigelowiella;1;13.8;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;1;Endosymbiotic;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Chlorarachnida|Chlorarachnida_X|Chlorarachnida_X+sp.;Rhizaria;Chlorarachnea;Chlorarachnea;Chlorarachnida;1;15;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Gliding;1;Endosymbiotic;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Chlorarachnida|Norrisiella|Norisiella+sphaerica;Rhizaria;Chlorarachnea;Chlorarachnea;Norisiella;5;15;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;1;Endosymbiotic;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|LC104_clade|LC104_clade_X|LC104_clade_X+sp.;Rhizaria;Chlorarachnea;Chlorarachnea;LCclade;1;15;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Minorisa_clade;Rhizaria;Chlorarachnea;Chlorarachnea;Minorisa;1;2.1;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Minorisa_clade|Minorisa;Rhizaria;Chlorarachnea;Chlorarachnea;Minorisa;1;2.1;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Minorisa_clade|Minorisa_clade_X|Minorisa_clade_X+sp.;Rhizaria;Chlorarachnea;Chlorarachnea;Minorisa;1;2.1;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Minorisa_clade|Minorisa|Minorisa+minuta;Rhizaria;Chlorarachnea;Chlorarachnea;Minorisa;1;2.1;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|Minorisa_clade|Minorisa|Minorisa+sp.;Rhizaria;Chlorarachnea;Chlorarachnea;Minorisa;1;2.1;Naked;Round;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Chlorarachnea|NPK2_clade|NPK2_clade_X|NPK2_clade_X+sp.;Rhizaria;Chlorarachnea;Chlorarachnea;NPKclade;1;15;Naked;Amoeboid;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Discomonadida|Discomonadida_U1|Discomonadida_U1_X2|Discomonadida_U1_X2+sp.;Rhizaria;Discomonadida;Discomonadida;Discomonadida;25;25;Naked;Round;0;Radial;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Discomonadida|Discomonadidae|Discomonas|Discomonas+retusa;Rhizaria;Discomonadida;Discomonadida;Discomonas;25;25;Naked;Round;0;Radial;Heteropolar;None;Gliding;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Filosa_U1|Filosa_U1_X1|Filosa_U1_X1+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Filosa_U1|Filosa_U1_X2|Filosa_U1_X2+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Filosa_U3|Filosa_U3_X2|Filosa_U3_X2+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Filosa_U5|Filosa_U5_X1|Filosa_U5_X1+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Filosa_U6|Filosa_U6_X1|Filosa_U6_X1+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Filosa_X|Filosa_X+sp.;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Filosa;NA;NA;Naked;Amoeboid;0;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea;Rhizaria;Granofilosea;Granofilosea;Granofilosea;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|CCA17_lineage|CCA17_lineage_X|CCA17_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;CCA;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-1_lineage|Gran-1a_lineage|Gran-1a_lineage_X|Gran-1a_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-1_lineage|Gran-1b_lineage|Gran-1b_lineage_X|Gran-1b_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-3_lineage;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-3_lineage|Gran-3a_lineage|Gran-3a_lineage_X|Gran-3a_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-3_lineage|Gran-3b_lineage|Gran-3b_lineage_X|Gran-3b_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-3_lineage|Gran-3c_lineage|Gran-3c_lineage_X|Gran-3c_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-3_lineage|Gran-3d_lineage|Gran-3d_lineage_X|Gran-3d_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-4_lineage|Gran-4b_lineage|Gran-4b_lineage_X|Gran-4b_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-5_lineage|Gran-5_lineage_X|Gran-5_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Gran-6_lineage|Gran-6_lineage_X|Gran-6_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Gran;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Granofilosea_X|Granofilosea_X+sp.;Rhizaria;Granofilosea;Granofilosea;Granofilosea;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|he2_lineage|he2_lineage_X|he2_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;helineage;2;15;Naked;Round;0;Asymetrical;Heteropolar;Filamentous;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Limnofila_lineage|Limnofila_2|Limnofila_2+anglica;Rhizaria;Granofilosea;Granofilosea;Limnofila;5;7;Naked;Round;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Massisteria_lineage|Massisteria;Rhizaria;Granofilosea;Granofilosea;Massisteria;2.2;12;Naked;Round;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Massisteria_lineage|Massisteria_lineage_X|Massisteria_lineage_X+sp.;Rhizaria;Granofilosea;Granofilosea;Massisteria;2.2;12;Naked;Round;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Massisteria_lineage|Massisteria|Massisteria+marina;Rhizaria;Granofilosea;Granofilosea;Massisteria;2.5;5;Naked;Round;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Massisteria_lineage|Massisteria|Massisteria+sp.;Rhizaria;Granofilosea;Granofilosea;Massisteria;2.2;12;Naked;Round;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Mesofila_lineage|Mesofila|Mesofila+sp.;Rhizaria;Granofilosea;Granofilosea;Mesofila;9;14;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Minimassisteria_lineage|Minimassisteria|Minimassisteria+diva;Rhizaria;Granofilosea;Granofilosea;Minimassisteria;2.3;5;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Swimmer;0;None;Intern;No;0;1
Eukaryota|Harosa|Rhizaria|Filosa|Granofilosea|Nanofila_lineage|Nanofila|Nanofila+sp.;Rhizaria;Granofilosea;Granofilosea;Nanofila;3;3;Naked;Amoeboid;0;Asymetrical;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea;Rhizaria;Undetermined_Rhizaria;Undetermined_Rhizaria;Imbricatea;NA;NA;NA;Round;NA;NA;Heteropolar;NA;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida;Rhizaria;Euglyphida;Euglyphida;Euglyphida;NA;NA;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Cyphoderiidae|Cyphoderia|Cyphoderia+sp.;Rhizaria;Euglyphida;Euglyphida;Cyphoderia;97;205;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Euglyphida_X|Euglyphida_X+sp.;Rhizaria;Euglyphida;Euglyphida;Euglyphida;NA;NA;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;NA;0;NA
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Euglyphidae;Rhizaria;Euglyphida;Euglyphida;Euglyphidae;36;140;Siliceous;Elongated;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Euglyphidae|Euglypha|Euglypha+compressa;Rhizaria;Euglyphida;Euglyphida;Euglypha;75;81;Siliceous;Elongated;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Euglyphidae|Euglypha|Euglypha+penardi;Rhizaria;Euglyphida;Euglyphida;Euglypha;110;125;Siliceous;Elongated;1;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Ovulinatidae|Ovulinata|Ovulinata+parva;Rhizaria;Euglyphida;Euglyphida;Ovulinata;10;30;Organic;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Paulinellidae|Paulinella;Rhizaria;Euglyphida;Euglyphida;Paulinella;9.5;47;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Gliding;0;None;Intern;No;0;0
Eukaryota|Harosa|Rhizaria|Filosa|Imbricatea|Euglyphida|Paulinellidae|Paulinella|Paulinella+chromatophora;Rhizaria;Euglyphida;Euglyphida;Paulinella;20;38;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Gliding;1;Endosymbiotic;Intern;No;0;1
